message_id,conversation_id,message,message_number
46570,wamid.HBgNNTIxNTU4MTQ0MDM0OBUCABIYFDNBNkYzNjJFOTJBOTQ4QTJCQkY2AA==,"Por el momento no estamos disponibles, por favor deje sus datos completos (nombre completo y motivo del mensaje) y en breve le responderemos el mensaje",1
46571,wamid.HBgNNTIxNjE0NDQ0MjY3OBUCABIYIEQ5RTkxMkY3RDVBN0Q5ODA5MkE4NTFBRjQyNEMyRDRDAA==,"Actualmente me encuentro fuera de la oficina por vacaciones. Reanudaré mis labores el día 06 de enero. Para cualquier asunto urgente, le sugiero contactar a la Dra. Asia Castro (6143987875). 
Ella estará atenta a sus solicitudes y brindará la as",1
46572,wamid.HBgNNTIxNTU0MTMwMDA3NBUCABIYIDczQkYzQTE3NzI0NzhGQzlFNjlFODRCOTEzNTAzODk1AA==,Gracias por comunicarte con DRA.MIGUEL. ¿Cómo podemos ayudarte?,1
46573,wamid.HBgNNTIxMjI5OTE1Mzk2NBUCABIYIDBEMTkyRDFCQzE3NTU1NDUyOEFCNzhGNUVBMENGQTk0AA==,Gracias por comunicarte con Dra.Abigail Velasco Consultorio Star Médica. ¿Cómo podemos ayudarte?,1
46574,wamid.HBgNNTIxNDc0MTE0MzEyNRUCABIYIERCMzk5ODBCNTZDRjE1QzZGMkM2NURBRjE2NTREOTUxAA==,"Gracias por comunicarte al número personal de la Dra Ana Gomez. 

Si deseas agendar una cita favor de llamar al consultorio de lunes a viernes de 10 am a 2pm al teléfono 4747427972 o mensaje de WhatsApp al 4741275511 

Si tienes alguna duda,",1
46575,wamid.HBgNNTIxNTU1MDgxODEwMBUCABIYIDNDNzUxMkQ5ODBBODgxNzlFQ0M2N0M1N0FFRDEzOUNBAA==,Gracias por comunicarte con Instituto Mexicano de Otología y Neurotología S.C. ¿Cómo podemos ayudarte?,1
46576,wamid.HBgNNTIxNTUyMzQwNjQzNBUCABIYIDU3NkEzMzU4RjA2RjJBMTIyRjhGRTFGODE0NUMzQjI3AA==,Gracias por comunicarte con tu servidor Dr. Ricardo Saldaña Octavo. ¿Cómo puedo ayudarte? Un poco más tarde me pongo en contacto contigo.,1
46577,wamid.HBgNNTIxNTU1OTUxNTY5NhUCABIYFDNBN0VBNTBCMjczQUZBNkZDQUE0AA==,"¡Hola! Gracias por contactarme. Me encuentro de vacaciones. Si tienes una duda, no urgente, escríbeme y me reportaré en cuanto pueda. ¡Feliz 2025!",1
46578,wamid.HBgNNTIxOTkzMzExMjMxMRUCABIYFDJGRjQxQTYxNTNENThEOEIzRjE0AA==,"Gracias por su mensaje. Toda consulta o seguimiento que requiera, marque a los teléfonos 9933141428 y 9933124749 o por WhatsApp al 9933734897 con gusto le atenderemos.",1
46579,wamid.HBgNNTIxOTMzMTU0NTk0MxUCABIYIDIwQjYxOTEyRkMxRUM2REE0MkNFNTRFRTQ1OTUwNDMwAA==,"Gracias por comunicarte con Dr Nelson Herrera. ¿Cómo puedo ayudarte?. Por favor deja tu mensaje, me comunicaré contigo en cuanto me sea posible. 
?No llamadas, ? Sólo What's App",1
46580,wamid.HBgNNTIxOTkzMzc0NDA3NxUCABIYIEM4RDM5QzExQ0NFRTk2RDM5QzQwRjhBRDc0OTUyQkM3AA==,"Bienvenido(a) al chat de 
*D| DIAGN•US* Medicina General • Ultrasonido Diagnóstico • Salud Cardiovascular
¿Cómo puedo ayudarte?",1
46581,wamid.HBgNNTIxNTUxNzA2MTcyMhUCABIYIEYyMTMyODZDRjk5NzRFOEJEQzM0NTY3NjA4MTBGNDExAA==,"Soy la Dra Victoria Castañeda de PEDIASAURIOS ????????.
Gracias por comunicarte conmigo, en breve te responderé. Mientras hazme saber cómo te puedo ayudar.",1
46582,wamid.HBgNNTIxNjE4MTMzMzYyOBUCABIYIDg1QUIxQUQwN0ZBMEI0REE0REVDQkQyNjA3QzlFNTMxAA==,Gracias por comunicarte con el Dr. Vladimir Campos. ¿Cómo puedo ayudarte?,1
46583,wamid.HBgNNTIxODE4MzYyNzE4MhUCABIYIDZCMTA4NTQxODNENTVCODExMjhCM0U1MTlFNTAyNERBAA==,"Gracias por comunicarte con el Dr Ubaldo Alcalá. Por favor, haznos saber cómo podemos ayudarte.",1
46584,wamid.HBgNNTIxODE4MzYyNzE4MhUCABIYIDU0N0EyM0RCNTE0N0M4MTI1MTIyMzA0M0QyNkRBNjFFAA==,"Gracias por tu mensaje. En este momento no podemos responder, pero lo haremos lo antes posible.",1
46585,wamid.HBgNNTIxODExMDgwNzg0ORUCABIYIDk5Nzg2MUZDMDE1OUQ1NjE1MTc3Mjg4N0RGN0Y4QzMzAA==,Hola. Citas al 8188 801538. Si es urgente porfavor llama a este numero. O deja tu mensaje y te respondo en cuanto me sea posible.,1
46586,wamid.HBgNNTIxNDgxMTEwOTIzOBUCABIYIDNBRTFCMDFCQ0JGMkIyNTZCREM2QjY1Rjc5OEJBNjRCAA==,"Gracias por comunicarte con Dr. Glafir Sánchez. ¿Cómo podemos ayudarte? Si necesitas una consulta, agenda al 4811269011 ?? (Asistente). 
Para poder ayudarte mejor, si necesitas comentarme algo de la salud de tu hijo, empieza con el nombre, la ed",1
46587,wamid.HBgNNTIxNTUzOTY1MDgzNRUCABIYFDJGRUI5N0U2QkM4QTA0OUQ4Mjg1AA==,"Gracias por comunicarte con Dra Lorena Serrano. Por favor, haznos saber cómo podemos ayudarte.",1
46588,wamid.HBgNNTIxODY2MTQ3OTA3MhUCABIYIEE5NUJDNUUwMjcyMEY1NkRDNjJDRjJDQTVEMDk3ODY0AA==,Gracias por comunicarte con Dr Daniel Rodriguez Mares. ¿Cómo podemos ayudarte?,1
46589,wamid.HBgNNTIxODExMTc2NDY0MRUCABIYFDJGMDc2N0MyOEZEM0I4ODRDRkFGAA==,"¡Hola! Este es el número de la Dra. Castillo. Si deseas *informes* o una *cita* favor de marcar al 81 8888 06 50 al 52 ??  *WhatsApp para citas* 812 943 8449 ?? Si tienes una duda o estudios pendientes, favor de enviarlos a carocastilloo@gmail.co",1
46590,wamid.HBgNNTIxNjE0NTAyMTI3MhUCABIYFDJGNzkwMEYyNEM1QUU1NEQ4MDlGAA==,"Gracias por comunicarte con Dr. Tomas Hernandez Esparza. Por favor, haznos saber cómo podemos ayudarte.",1
46591,wamid.HBgNNTIxNTU4MjM1MDgyMhUCABIYIDI0OTE4QUU1MUZGMTBDQzMyNTgyMzNBRUYzRTI3RDJGAA==,"Gracias por comunicarte con la Dra.Tlalnelli Valencia.

Costos:

Consulta a domicilio:
2,000 primera vez / subsecuente 
*No es visita de urgencias medicas.*

Cita en consultorio.
1,200 primera vez 
1,000 subsecuente 

 
No me es posi",1
46592,wamid.HBgNNTIxNDc3MjY2MDUxNBUCABIYIDc1OUFEMDM3RUQwRjI2N0RFODc4N0MyRDdDMTI2RTlGAA==,Gracias por comunicarte con Dr Arturo Álvarez. ¿Cómo podemos ayudarte?,1
46593,wamid.HBgNNTIxNTU0MDQ2NTc4MxUCABIYIDRBN0VBRTMxMjkxNkVENTRFMUFBQTAzN0Q0NTFEQkNDAA==,"Mensaje automático:
Hola buen día, gracias por comunicarte con el Dr. Gerardo. En unos minutos más estoy contigo. 

En caso de requerir una *cita*, favor de comunicarse al consultorio  o agendar en el siguiente link:
 ?? https://shorturl.at/b",1
46594,wamid.HBgNNTIxNjg2MTE5OTk0MBUCABIYFDJGNjAwQTM4NDEzMUQxQkIwQjlCAA==,"Gracias por comunicarte con Dr. Jácome - Neumopediatra. Por favor, haznos saber cómo podemos ayudarte. Y en breve te responderemos. Si deseas agendar una cita llama al *6863042952*. En horario de 10am a 2 pm, y de 4 pm a 8 pm. Gracias, que tenga",1
46595,wamid.HBgNNTIxNDQyMjMzNTAyNBUCABIYFDJGRjBGOTIzMjk2RjE4MDBBRjg3AA==,"Gracias por comunicarte con Grupo Medicos pediatras Qro. Por favor, haznos saber cómo podemos ayudarte?
Si necesitas una cita  Marca 4421958702",1
46597,wamid.HBgNNTIxNDQyMjMzNTAyNBUCABIYFDJGQjMyRDkxRDcwNDE1REM2QTY1AA==,"Gracias por tu mensaje. En este momento no estamos disponibles, pero te responderemos tan pronto regresemos.
Si tienes una urgencia marca directo, o acude al Hospital Ángeles Centro Sur al servicio de urgencias pediatría",1
46598,wamid.HBgNNTIxODMzNDUxNjg1NxUCABIYIEU1NzQ1QzYxREU3MzE2QURCNzE3ODVFRkQ1NDY3MTk5AA==,Gracias por comunicarse con BioMed Centro Heridas y Pie Diabético a la brevedad posible nos pondremos en contacto con usted.,1
46599,wamid.HBgNNTIxODY4MTkxNjExNxUCABIYFDJGQjczRjEwQkRCODkzRjFCQUI1AA==,"Gracias por comunicarte con Consultorio Médico Dr Efraín Barrientos. Por favor, haznos saber cómo podemos ayudarte.",1
46600,wamid.HBgNNTIxODY4MTkxNjExNxUCABIYFDJGMEY1MkI1NDAzQzQ5NjA0QTBGAA==,"Gracias por tu mensaje. En este momento no estamos disponibles, pero te responderemos tan pronto regresemos.",1
46601,wamid.HBgNNTIxMzMxODk1OTEyMxUCABIYFDJGRTNEQjFCNTQzRTRFODZDM0VFAA==,"¡Hola! ¿Cómo estás? Muchas gracias por contactarme, este es el teléfono del Dr. Oscar Maldonado. 

Para citas puedes agendar al número:?? 333121.5442??Domicilio CHG Consultorios Nebulosa #2956, Col. Jardines del Bosque, GdlContamos con Valet Pa",1
46602,wamid.HBgNNTIxNDQ5MTE1MTE4MhUCABIYFDJGNzA2NUY2M0RGODk2MzYzNUM2AA==,"?Gracias por comunicarte con el Dr. Rafael Jiménez. Por favor, hazme saber cómo puedo ayudarte.",1
46603,wamid.HBgNNTIxOTk4NTc3NDQxMRUCABIYIEY5OUUxNzMyMTVGN0Y0RTAxNzQ0Qzc1NEZCNzYyMThBAA==,"Gracias por ponerse en contacto con el WhatsApp del Dr. Juan Pedro Sánchez.

Dr. Juan Pedro Sánchez Campodónico 
Av Nader esquina calle Lima,  SM 2A. 
*Lunes a viernes de 9 a 2 (última cita 1:30) y 5 a 8 (última cita 7:30).* 
*Sábado de 9 a",1
46604,wamid.HBgNNTIxNTU2NTkwMDIxMxUCABIYIDU2OTI4QjBBQjMyRDdBOUFDRkE3QzJGMjRCMTM2QTMwAA==,"Hola! ????

Bienvenido a Pediatria  Bosques ??

Te ofrecemos consulta pediatrica con horarios amplios disponibles,para tu comodidad ,  con instalaciones adecuadas a un precio accesible.
Nuestros horarios son :.",1
46605,wamid.HBgNNTIxMzMzNjY3Mjk3NxUCABIYFDJGNTRCQTgzMUFDOUY3MUIwMUU5AA==,"Gracias por comunicarte con el Dr. Pedro Galindo. Por favor, hazme saber cómo puedo ayudarte.
Nombre y apellidos completos
Fecha última de consulta o foto de receta.
Motivo de mensaje,dudas o aclaraciones 
Síntomas principales , tiempo de evo",1
46606,wamid.HBgNNTIxODExMDgwNzQwNBUCABIYIDM3RTY1MEU1RTA0RTc2NTdFQkYxMDQ4RTJCMTc1RDFFAA==,Gracias por comunicarte con Dr Julián Sáenz. ¿Cómo podemos ayudarte?,1
46607,wamid.HBgNNTIxMzMxMjQxOTM1NhUCABIYFDJGQ0E1RUQ0RUNCQTdBNERCQUIyAA==,"Está Ud escribiendo al teléfono de la Dra Claudia Ruiz 
*Les deseo unas felices fiestas!!*???? …

Apreciable paciente me *encuentro fuera*, si usted tiene una urgencia por favor *acudir a emergencias del hospital*, si tiene alguna duda respect",1
46608,wamid.HBgNNTIxODExMDgwNzQwNBUCABIYIDJDQUFFMDY5Q0NFMTE1MjFEMTI3QzFGMjVCNTk4RjhFAA==,"Gracias por tu mensaje. En este momento no podemos responder, pero lo haremos lo antes posible. Si es una Urgencia marca.",1
46609,wamid.HBgNNTIxODExMjUyMDM5ORUCABIYFDJGNUJCRTM3RTdDMjk2NjkzQUUwAA==,"????Mensaje automatizado ????gracias por su mensaje! Del 20 al 26 de diciembre el consultorio estará cerrado por las festividades. Para urgencias acudir a hospital más cercano. Gracias por su comprensión, les deseamos felices fiestas y los mejore",1
46610,wamid.HBgNNTIxNzIyNDI3ODc2NRUCABIYFDJGMjUzMjUxQzcxMEZBQTlGMkZEAA==,"Hola.
¿Cómo puedo ayudarte?

Para agendar una cita médica o quiropráctica favor de proporcionar:

*1??Motivo de consulta:*

*2??Nombre del paciente:*

*3??Edad:* 

*4??El paciente es hipertenso y/o diabético:*

?? *FAVOR DE CONFIRMAR",1
46611,wamid.HBgNNTIxNzIyNDI3ODc2NRUCABIYFDJGRDdFOTAxRUU5QTJERjAwQkRFAA==,"Hola.
¿Cómo puedo ayudarte?

Para agendar una cita médica o quiropráctica favor de proporcionar:

*1??Motivo de consulta:*

*2??Nombre del paciente:*

*3??Edad:* 

*4??El paciente es hipertenso y/o diabético:*

?? *FAVOR DE CONFIRMAR",1
46612,wamid.HBgNNTIxNTU3OTM5MzIyMBUCABIYFDJGQzJGNUFEM0UwRDRCMUM1OTU4AA==,"Gracias por comunicarte con Dra. Iris Pascacio Endocrino. 

*Citas*

Para *agendar cita* puede comunicarse al tel vía llamada o whats app 4461283275 de lunes a viernes de 9.30-13.00 // 15.00 a 19.00.

*Estudios pendientes*
Si es para revis",1
46613,wamid.HBgNNTIxNTU3OTM5MzIyMBUCABIYFDJGNjkyNEFCRjJDMjJGOTNBOTY3AA==,"No disponible 

*Si deseas agendar una cita o conocer el costo y los horarios por favor llama o envía un mensaje al tel 4461283275*

Horario de Lunes a Viernes 
9 am a 1 pm
3pm a 7 pm",1
46614,wamid.HBgNNTIxNzIyMTY5NzEzMhUCABIYFDJGNzREMDc5N0RBMjA0NUZEM0E1AA==,Gracias por comunicarte al teléfono del Dr Ivan castillo. El horario de consulta es de?? lunes a viernes de  17:00 a 21:30 hrs y sábados de 9:30 a 13:30 hrs  puedes agendar tu cita médica por este medio o directamente en el Link??https://link.age,1
46615,wamid.HBgNNTIxNTUxNzk4OTA2MBUCABIYFDJGNjA0NjZENUI3QjcyQTYyM0U1AA==,"Gracias por comunicarte con Dr David Michelle Pérez Neumólogo Pediatra. Por favor, haznos saber cómo podemos ayudarte.",1
46616,wamid.HBgNNTIxNjM3MTA1OTY3ORUCABIYFDJGRDYyN0QyRUJGQ0I2N0MzMTVDAA==,"AVISO ??:
Esta semana estaré consultando lunes 23, jueves 26 y viernes 27 en horario de 4-8 p.m. únicamente. 

El consultorio permanerá cerrado martes 24 y miércoles 25. 

Si desea agendar favor de dejar un mensaje para el día y hora deseada",1
46617,wamid.HBgNNTIxNTUxMDYyNTI1NBUCABIYIDBCRjUyNkQzMDEwOEFGOTY0OTY5NjBDMEQ0OEVBRjEyAA==,Hola! ahorita no estoy en México pero si es urgente puedes mandarle mensaje a la dra  Viridiana Gutiérrez 55 13712503,1
46618,wamid.HBgNNTIxMzMxMDY4NTgzNxUCABIYIDIzMTNDRDJCQkNCREI4QjVFMTlCM0RDMTE5QUY4MzdCAA==,Gracias por comunicarte con Dra. Guadalupe Camarena. ¿Cómo podemos ayudarte?,1
46619,wamid.HBgNNTIxNzcxMjQzODc0NxUCABIYIEQwNzBCOUM4NkMzRTA0MTM4N0FFRDY4QjNGRjI3MzUyAA==,"Gracias por contactarme. Deje su mensaje y le contestaré a la brevedad. Consulte los horarios de atención. 

Puede agendar también por este medio.

*No hay consultas ni interpretación de laboratorios por WhatsApp.* Gracias por su comprensión.",1
46620,wamid.HBgNNTIxNTUyNDQ4MzIzORUCABIYIDhCNjQ1NDREMjU1OUYzQjg3Nzc5OTE3OTNGQjRDMEE5AA==,"Gracias por escribirnos.


Horarios de consulta : lunes ,martes,jueves y viernes de 8:00 am - 5:00pm. Los días miércoles de 8:00 am a 2:00pm.  
Para agendar una cita , te pedimos escoger un horario , solicitar la cuenta bancaria para su trans",1
46621,wamid.HBgNNTIxNzcxMjMyMTIxMhUCABIYFDNBNDE4ODlEQkYwOEJEMEU5QUM3AA==,"Gracias por comunicarte.
CITAS O DUDAS  marcar a los teléfonos 7712963007 y 7711642560 de lunes a viernes de 9am a 7 pm.",1
46622,wamid.HBgNNTIxOTg0MTU3ODA2MhUCABIYFDNBRjdGMUMwMjhDNjFERkQ1MUM1AA==,?Hola ? Estas escribiendo al celular de la *Dra. Julia Rábago*?? Si tienes una *URGENCIA* márcame ?? *NO CONTESTO MENSAJES* *después de las 8 pm ni en fines de semana*??Si tienes una duda que no pueda esperar a la consulta escríbeme y responderé,1
46623,wamid.HBgNNTIxOTkzMTM4NjcyMhUCABIYIDE3RUJBMTg3RkIzMjJFRjg5MjU5RDdFQzRFNzY1M0FEAA==,Gracias por comunicarte con Gerisur [Dr Felipe Camas). ¿Cómo podemos ayudarte? Citas telefono fijo: +529933655103 y WhatsApp: 9932830594,1
46624,wamid.HBgNNTIxNTUyODA1NzQzMhUCABIYFDJGM0UzQzc1QjQzOTdCMjBDNzYxAA==,"Gracias por comunicarte con Mi Dra Letty. Cómo puedo ayudarte?
Si necesitas cita. Por favor agendar mediante el siguiente enlace. 

https://na.doct.to/g3muyrsu",1
46625,wamid.HBgNNTIxNTU0MTkzODEwORUCABIYIDZEMjQ3NjgyNEE1NkE2NzcwRDZBMDVFMDI3RTQ1RjcyAA==,"*Este es un número personal*

Paciente:
?? Información de citas, contactar directo a *RM Pharma* _5630652292_ de lun a jue de 8am - 5pm o viernes de 8am - 2pm ??
?? Información de protocolo:
Escriba su *nombre completo, quien le recomienda y",1
46626,wamid.HBgNNTIxNTU3ODE4MTAyNhUCABIYIDE0QUMwMTI4RTYxM0FDRDc2RDhGMUIwMzMxMEVERkFBAA==,"Hola, en este momento no puedo atenderte, déjame un mensaje y en cuanto pueda te respondo. ??",1
46627,wamid.HBgNNTIxNDQyMjcwMTQ4ORUCABIYFDNBRjI2Q0I1QzA0NTVCNjU2QUExAA==,"Gracias por comunicarte con Dr. Jose Jesus Gutierrez. Por favor, haznos saber cómo podemos ayudarte.TE RECORDAMOS QUE NO SE DAN CONSULTAS POR ESTE MEDIO. Agenda aquí tu cita !",1
46628,wamid.HBgNNTIxNDQ5ODkwNjUzNxUCABIYFDNBRjk0NDcwMzA2QkMxMUJGMUYwAA==,"Gracias por comunicarte con Dr Roberto Serrano, en este momento no puedo responder, deja tu mensaje, en cuanto me sea posible lo Responderé. Si tiene una urgencia médica llama al 4498906537. Para citas 4491453121",1
46629,wamid.HBgNNTIxOTk4MjI3MTEzMRUCABIYFDJGQ0ExNkE4Q0I0ODBBMjUyMzMzAA==,"Gracias por comunicarte con AC Med. Por favor, haznos saber cómo podemos ayudarte y le responderemos en un momento . Si tiene alguna URGENCIA , por favor LLAMAR vía telefónica.",1
46630,wamid.HBgNNTIxOTkzMTc5NjcxNhUCABIYFDJGRURBMzcxQzRGNjY4N0I2MENFAA==,"Gracias por comunicarte con Dr. Martín Mendoza. Por favor, haznos saber cómo podemos ayudarte.",1
46631,wamid.HBgNNTIxOTkzMTc5NjcxNhUCABIYFDJGRTRGRkJDODY2RTMxREMyN0YxAA==,"Gracias por tu mensaje. En este momento no estamos disponibles, pero te responderemos tan pronto regresemos.",1
46632,wamid.HBgNNTIxNTU0MDg0ODkxMBUCABIYFDJGRjRFMTUwRjU5Njg5RjQxQzcyAA==,"Gracias por comunicarte conmigo. Por favor, haznos saber cómo podemos ayudarte.",1
46633,wamid.HBgNNTIxOTYxMTc3MzQwNhUCABIYIEJGQjk5NzM2NzkxNERGMjk0MEJGODY5QjYyRTUyMjhCAA==,"CONSULTAS PEDIATRÍCAS El 2 DE ENERO.

DISPONIBLES LYSI  YUNIOR O CAPSULAS

Comunícate con mi recepcionista 9616031744",1
46634,wamid.HBgNNTIxOTYxMTc3MzQwNhUCABIYIDIzMzhEMUNGNDYwMjU1NTE1ODAyQkE5NDRCMzg1QzFGAA==,"CONSULTAS PEDIATRÍCAS EL 2 DE ENERO

DISPONIBLES  LYSI  YUNIOR O CAPSULAS

Comunícate con mi recepcionista 9616031744",1
46635,wamid.HBgNNTIxNjE0MTg4NDk4NhUCABIYIDA4Q0UxNzM2REEyM0Y5RjcxMkVEMEE0Njg5RjQ3NjdBAA==,"CITAS DISPONIBLES A PARTIR DEL 2 DE ENERO. NUEVO DOMICILIO calle Ojinaga 815 int 9, frente a urgencias de clínica del centro",1
46636,wamid.HBgNNTIxMjI5MjMzMDk1ORUCABIYIDk4MURDMjU4QjMwMTQ2QjQ0OTlEODMxOTlCQjcxOUE1AA==,Horario de cons 11 a 2 y 530 a 7 cons fuera de horario tiene  costo extra,1
46637,wamid.HBgNNTIxNTUyMjYwNzEzMBUCABIYFDJGQkJGRDk1MEFBMUE2RjNFREQ0AA==,Gracias por tu mensaje. En cuanto podamos contestaremos a tu mensaje,1
46638,wamid.HBgNNTIxNDQyMzU2OTk4MBUCABIYIDFGQjZEQTU4NEI3QjA0ODhGOUUzOEFCNTg2RkQyNUVBAA==,Gracias por comunicarte con Consultorio Medico. ¿Cómo podemos ayudarte?,1
46639,wamid.HBgNNTIxMzEyMTAyNjkxMBUCABIYIDk5NTQ1NzU4NjRDOTMyOEFBMThFRjc3NjA3Nzg5NjI4AA==,"Gracias por comunicarte con _Dra Dulce Belén Cabrera Sandoval_ Por favor, si tienes una duda ??déjanos tu mensaje y lo responderé a la brevedad posible 
Si deseas agendar un cita ??favor de comunicarte a los teléfono 3126882102 donde te atenderá",1
46640,wamid.HBgNNTIxNTUyNDEzNjUzMBUCABIYIDE1RURDOTA2MEMzMjg2RjY5QUJENzUzMTRFMDFBM0FGAA==,Gracias por comunicarte con Dr. Ivan Ruiz. ¿Cómo podemos ayudarte?,1
46641,wamid.HBgNNTIxNzc3MTMwMDIzMhUCABIYIEM3QkJGQUIzNEU1MkFBQ0E0OUE3MjFDQUQ0QTUwNjRCAA==,Gracias por comunicarte con Dr Alfredo Méndez. ¿Cómo podemos ayudarte?,1
46642,wamid.HBgNNTIxODMzNTM3MDkwORUCABIYIEQ4NkY0MDIzQTFEMjZEM0VFQ0RCMTA5OEZFOTAyNkVEAA==,Gracias por comunicarte con la Dra. Alexandra Rangel. ¿Cuál es el motivo de tu consulta?,1
46643,wamid.HBgNNTIxNTUyNzU1MTM5NRUCABIYFDNBMDBGMzk4M0E3Q0NBRDU2RUE2AA==,"Gracias por comunicarte con Dra. Sofy Trejo M.. Por favor, haznos saber cómo podemos ayudarte.

Ahora no estoy en la consulta. Mientras tanto, puedes pedir cita a través de mi calendario online:  doctoralia.com.mx/z/fZrW8S
O al WhatsApp 552327",1
46644,wamid.HBgNNTIxNTUyNzU1MTM5NRUCABIYFDNBNThGREJCNDU0NjcxQjE4NEVDAA==,"Gracias por contactarme. ??????????
En este momento no estoy disponible para responder de inmediato. Sin embargo tu mensaje es muy importante para mí. Te responderé lo antes posible. 
Agradezco tu comprensión y paciencia.",1
46645,wamid.HBgNNTIxNzcxMjM5Mjg5MxUCABIYIEI1ODZBRkNERUJEOTlFQjk2MjIzQzE0NDY1ODkyQzk2AA==,"Hola buen día ???????
Se esta comunicando al consultorio de la Dra. Janeth Cano Gutiérrez pediatra y neonatóloga, ¡un gusto saludarte!, ¿en que puedo ayudarle?",1
46646,wamid.HBgNNTIxNzgyMTA0NjQ2NRUCABIYIDNDRTI1REU2QTQxOEJFRjcyNTkyQzZCM0REMTUwNkQ5AA==,Hola!  ¿En qué le  podemos  ayudar?,1
46647,wamid.HBgNNTIxNzMzMTQyNjQzNhUCABIYIDAzQjY1QkRDOUU0OEQ2NUJENTM3MUVDNTRCRDhGNzQ1AA==,Gracias por comunicarte con Camping Y Aventura  ¿Cómo podemos ayudarte???,1
46648,wamid.HBgNNTIxNjg2NDA1NDM4MBUCABIYIDhEM0EyMkY4MkNCMDBFRkQyQzA0MkYwNENDOENFNDE3AA==,Gracias por comunicarte con Tu Geriatra Carlos Quiñonez. ¿Cómo podemos ayudarte? ¿Con quíen hablamos?,1
46649,wamid.HBgNNTIxNTU4MjA0MDk4MRUCABIYIDE3MDJBQTUzNUU3MUI3RDg2MjYwNDgyRTk1NDgyMjgwAA==,"Hola buen día. 

Gracias por comunicarte con la Dra Lozada

Es probable que me encuentre ocupada, pero por favor describe  brevemente como puedo ayudarte, y tan pronto como este libre, responderé.

Este es un mensaje enviado de manera autom",1
46650,wamid.HBgNNTIxODE4MjU5NTg0NxUCABIYFDJGMThCOTg2RTVCOTRDRUU0M0UwAA==,"¡Hola, Barbie! ¡Hola, Ken! ????
¡Qué emoción tenerte aquí! En unos instantes, uno de nuestros compañeros estará contigo para ayudarte. ???

???Reserva tu lugar aquí: https://bit.ly/BarbieDreamLoungeRSV
?? ¡No te pierdas esta experiencia única",1
46651,wamid.HBgNNTIxODcxMTMyNDM0MxUCABIYFDJGNUIxMTFFNjc3RUY0QTlFQUQ5AA==,"Gracias por comunicarte al Consultorio *MEDICO CARRRIZALES + LÓPEZ.* Por favor, ayúdanos con tu nombre completo y motivo de consulta.",1
46652,wamid.HBgNNTIxMjI5MzQzNDUwNxUCABIYIDZDNDI4N0ExMDY2N0UxREQzRjE2QzIyQzkxQTJFQTY2AA==,"¡Hola! Gracias por escribir. Les informo que estaré de vacaciones por las festividades de Navidad y Año Nuevo, retomando consultas el 7 de enero de 2025. Este tiempo lo dedicaré a recargar energías para seguir atendiéndoles con calidad.

Para c",1
46653,wamid.HBgNNTIxMjI5MzQzNDUwNxUCABIYIDU1NDFBMjY5N0M2QTE5NTQ5MEY4QjBGNTY4NTI3Qzc1AA==,"¡Hola! Gracias por escribir. Les informo que estaré de vacaciones por las festividades de Navidad y Año Nuevo, retomando consultas el 7 de enero de 2025. Este tiempo lo dedicaré a recargar energías para seguir atendiéndoles con calidad.

Para c",1
46654,wamid.HBgNNTIxNzMyMTA5MDY5MxUCABIYIDY3QTAxNDQ0Rjg0QUY0RTY3MTdEQkNDNTA1RTc1QkU4AA==,Gracias por comunicarte con Clinica Medica Esquipula. ¿Cómo podemos ayudarte?,1
46655,wamid.HBgNNTIxNjY5MTU5MDg0NBUCABIYIEVCNjMyNTg1REIyREIyREJERjNBMUI3RUVBRTlDRkJEAA==,"Gracias por comunicarte con Pediatra Carlos Alcantar. ¿Cómo podemos ayudarte?
?? Citas 6696883313",1
46656,wamid.HBgNNTIxNjY0MTg4NjkwNhUCABIYIDQxNEJCNjJFNTVCQjY4RTMwNTM1MTdBNDM1QkRGRTMwAA==,"Mensaje Automatizado...
Gracias por comunicarte deja tu nombre apellido y asunto CITAS llamar a Consultorio... Por favor NO LLAMADAS X Whatsapp",1
46657,wamid.HBgNNTIxNTUzMjA5OTI2MRUCABIYFDJGRDBENzZCNDAxMUE0QzREMjlDAA==,Gracias por comunicarte con Dra. Sarai Tovar ???????. En seguida estaré atendiendo su mensaje.,1
46658,wamid.HBgNNTIxNjYyMTAyMDU3MxUCABIYIDQ0QUQ1QkM0Mjc4OTkxQUEzMjhFRUIzRDQ0QjI2RjYxAA==,"Gracias por tu mensaje. En este momento no podemos responder, pero sera en la próxima hora o dia laborable.
Horario de llamadas y mensajes: ???????
Lunes a Viernes 10 am-6 pm",1
46659,wamid.HBgNNTIxMjIyNTc1Njc0ORUCABIYIDlGOTQzQTg5NzA2RjBCRjVDMkI3NzdBNTcyQzU0OEVEAA==,Gracias por comunicarte con Dra Gaby Valdez. ¿Cómo podemos ayudarte?,1
46660,wamid.HBgNNTIxNDI3MjkwOTEzNhUCABIYFDJGOTE4MzRERDY5OUU1OEY5QUYxAA==,"Gracias por comunicarte con Pediatra Humberto Balderas.- Para agendar cita entra a https://www.doctoralia.com.mx/humberto-balderas-gaytan/pediatra/san-juan-del-rio-
O llama al 4272748828.

Si tienes una pregunta házmelo saber, En un momento te",1
46661,wamid.HBgNNTIxMjIyMTkyMDIxOBUCABIYFDJGNjlBMjhDM0E1RTQwODQ4MThBAA==,"Gracias por comunicarte con Dr Samuel Quiñones. Por favor, haznos saber cómo podemos ayudarte.",1
